	CustomerID	Calendarday	month	PerformanceEvaluationPlanned	PerformanceEvaluationExecuted	PerformanceEvaluationAdHoc	TERRID	SAPECCSalesGroup	SAPECoeficient	APECoeficient	FPECoeficient	SAMEDAYVISIT	OVERDUE	UNDERDUE	OK	NOTOK	STATUS	V22	OVERDUEDAYS	TRESHOLD
122705	100022931	6/21/2017	 	 	 	 	 	 	 	43,1638181818182	0	 	 	 	 	 	 	not ok	 	,15
122917	100022948	5/3/2017	5	1	1	 	Employee 8	Team 9	0	 	0	 	 	 	 	 	 	not ok	 	,15
122918	100022948	5/10/2017	5	1	1	 	Employee 8	Team 9	0	 	0	 	 	 	 	 	 	not ok	 	,15
122919	100022948	5/17/2017	5	1	1	 	Employee 8	Team 9	0	 	0	 	 	 	 	 	 	not ok	 	,15
122921	100022948	5/31/2017	6	1	1	 	Employee 8	Team 9	0	 	0	 	 	 	 	 	 	not ok	 	,15
122922	100022948	6/7/2017	6	1	1	 	Employee 8	Team 9	0	 	0	 	 	 	 	 	 	not ok	 	,15
122923	100022948	6/14/2017	6	1	1	 	Employee 8	Team 9	0	 	0	 	 	 	 	 	 	not ok	 	,15
122924	100022948	6/21/2017	6	1	1	 	Employee 8	Team 9	0	 	0	 	 	 	 	 	 	not ok	 	,15
123039	100022963	5/8/2017	5	1	1	 	Employee 11	Team 9	0	 	0	 	 	 	 	 	 	not ok	 	,15
123040	100022963	5/15/2017	5	1	1	 	Employee 11	Team 9	0	 	0	 	 	 	 	 	 	not ok	 	,15
123041	100022963	5/22/2017	5	1	1	 	Employee 11	Team 9	0	 	0	 	 	 	 	 	 	not ok	 	,15
123042	100022963	5/29/2017	6	1	1	 	Employee 11	Team 9	0	 	0	 	 	 	 	 	 	not ok	 	,15
123044	100022963	6/6/2017	6	1	1	 	Employee 11	Team 9	0	 	0	 	 	 	 	 	 	not ok	 	,15
123045	100022963	6/12/2017	6	1	1	 	Employee 11	Team 9	0	 	0	 	 	 	 	 	 	not ok	 	,15
123046	100022963	6/19/2017	6	1	1	 	Employee 11	Team 9	0	 	0	 	 	 	 	 	 	not ok	 	,15
123216	100022984	6/21/2017	6	1	1	 	Employee 23	Team 11	68,5341666666667	 	0	 	 	 	 	not ok	not ok	not ok	 	,15
123217	100022984	6/23/2017	 	 	 	 	 	 	 	29,0096666666667	0	 	 	 	 	 	 	not ok	 	,15
123547	100023011	5/12/2017	5	1	1	 	Employee 33	Team 10	0	 	0	 	 	 	 	 	 	not ok	 	,15
123548	100023011	5/26/2017	5	1	1	 	Employee 33	Team 10	0	 	0	 	 	 	 	 	 	not ok	 	,15
123549	100023011	6/9/2017	6	1	1	 	Employee 33	Team 10	0	 	0	 	 	 	 	 	 	not ok	 	,15
123550	100023011	6/23/2017	6	1	1	 	Employee 33	Team 10	0	 	0	 	 	 	 	 	 	not ok	 	,15
123989	100023054	7/20/2017	7	1	1	 	Employee 35	Team 6	0	 	0	 	 	 	 	 	 	not ok	 	,15
123990	100023054	8/3/2017	8	1	1	 	Employee 35	Team 6	0	 	0	 	 	 	 	 	 	not ok	 	,15
123991	100023054	8/17/2017	8	1	1	 	Employee 35	Team 6	0	 	0	 	 	 	 	 	 	not ok	 	,15
123993	100023054	9/14/2017	9	1	1	 	Employee 35	Team 6	0	 	0	 	 	 	 	 	 	not ok	 	,15
123994	100023054	9/28/2017	9	1	1	 	Employee 35	Team 6	0	 	0	 	 	 	 	 	 	not ok	 	,15
124657	100023099	5/16/2017	5	1	1	 	Employee 25	Team 11	44,9523809523809	 	0	 	 	 	 	not ok	not ok	not ok	 	,15
124658	100023099	5/18/2017	 	 	 	 	 	 	 	36,5238095238095	0	 	 	 	 	 	 	not ok	 	,15
125203	100023137	5/10/2017	5	1	1	 	Employee 72	Team 3	0	 	0	 	 	 	ok	 	ok	ok	 	,15
125204	100023137	5/11/2017	 	 	 	 	 	 	 	70,0846666666667	0	 	 	 	 	 	 	not ok	 	,15
125206	100023137	6/7/2017	6	1	1	 	Employee 72	Team 3	0	 	0	 	 	 	 	 	 	not ok	 	,15
125335	100023149	5/30/2017	6	1	1	 	Employee 40	Team 6	0	 	0	 	 	 	 	 	 	not ok	 	,15
125336	100023149	6/6/2017	6	1	1	 	Employee 40	Team 6	0	 	0	 	 	 	 	 	 	not ok	 	,15
125337	100023149	6/13/2017	6	1	1	 	Employee 40	Team 6	0	 	0	 	 	 	 	 	 	not ok	 	,15
125338	100023149	6/20/2017	6	1	1	 	Employee 40	Team 6	0	 	0	 	 	 	 	 	 	not ok	 	,15
125340	100023149	7/4/2017	7	1	1	 	Employee 40	Team 6	0	 	0	 	 	 	 	 	 	not ok	 	,15
125628	100023169	5/11/2017	5	1	1	 	Employee 46	Team 4	51,1894230769231	 	0	 	overdue	 	 	 	overdue	not ok	8	,15
125630	100023169	5/19/2017	 	 	 	 	 	 	 	14,1457692307692	0	 	 	 	 	 	 	not ok	 	,15
126264	100023215	5/15/2017	5	1	1	 	Employee 49	Team 4	31,9875	 	0	 	overdue	 	 	 	overdue	not ok	8	,15
126266	100023215	5/23/2017	 	 	 	 	 	 	 	25,5	0	 	 	 	 	 	 	not ok	 	,15
126712	100023245	6/13/2017	6	1	1	 	Employee 54	Team 2	85,5	 	0	 	 	 	 	not ok	not ok	not ok	 	,15
126713	100023245	6/14/2017	 	 	 	 	 	 	 	36	0	 	 	 	 	 	 	not ok	 	,15
126990	100023270	5/11/2017	 	 	 	 	 	 	 	9	0	 	 	underdue	 	 	underdue	not ok	 	,15
126991	100023270	5/23/2017	5	1	1	 	Employee 22	Team 13	0	 	0	 	 	 	 	 	 	not ok	 	,15
126993	100023270	6/20/2017	6	1	1	 	Employee 22	Team 13	0	 	0	 	 	 	 	 	 	not ok	 	,15
127100	100023281	8/16/2017	8	1	1	 	Employee 65	Team 12	73,0497090909091	 	0	 	 	 	 	not ok	not ok	not ok	 	,15
127101	100023281	8/18/2017	 	 	 	 	 	 	 	47,5060496969697	0	 	 	 	 	 	 	not ok	 	,15
127538	100023330	8/23/2017	8	1	1	 	Employee 43	Team 1	81,3	 	0	 	 	 	 	not ok	not ok	not ok	 	,15
127539	100023330	8/24/2017	 	 	 	 	 	 	 	68	0	 	 	 	 	 	 	not ok	 	,15
131564	100023610	11/30/2017	12	1	1	 	Employee 21	Team 13	81,1	 	0	 	overdue	 	 	 	overdue	not ok	16	,15
131566	100023610	12/16/2017	 	 	 	 	 	 	 	65,9714285714286	0	 	 	 	 	 	 	not ok	 	,15
132068	100023638	5/23/2017	5	1	1	 	Employee 39	Team 6	0	 	0	 	 	 	 	 	 	not ok	 	,15
132070	100023638	6/20/2017	6	1	1	 	Employee 39	Team 6	0	 	0	 	 	 	 	 	 	not ok	 	,15
134441	100023767	7/27/2017	7	1	1	 	Employee 35	Team 6	0	 	0	 	 	 	 	 	 	not ok	 	,15
134442	100023767	8/10/2017	8	1	1	 	Employee 35	Team 6	0	 	0	 	 	 	 	 	 	not ok	 	,15
134443	100023767	8/24/2017	8	1	1	 	Employee 35	Team 6	0	 	0	 	 	 	 	 	 	not ok	 	,15
134447	100023767	10/5/2017	10	 	 	1	Employee 35	Team 6	0	 	0	 	 	 	 	 	 	not ok	 	,15
134555	100023775	5/23/2017	5	1	1	 	Employee 48	Team 4	0	 	0	 	 	 	 	 	 	not ok	 	,15
136050	100023857	7/10/2017	7	1	1	 	Employee 37	Team 6	0	 	0	 	 	 	 	 	 	not ok	 	,15
136145	100023862	7/24/2017	7	1	1	 	Employee 35	Team 6	67,6	 	0	 	 	 	 	not ok	not ok	not ok	 	,15
136146	100023862	7/25/2017	 	 	 	 	 	 	 	30,6	0	 	 	 	 	 	 	not ok	 	,15
136675	100023905	6/20/2017	6	1	1	 	Employee 23	Team 11	0	 	0	 	 	 	 	 	 	not ok	 	,15
136678	100023905	7/25/2017	7	1	1	 	Employee 23	Team 11	0	 	0	 	 	 	 	 	 	not ok	 	,15
136679	100023905	8/7/2017	8	1	1	 	Employee 23	Team 11	0	 	0	 	 	 	 	 	 	not ok	 	,15
136680	100023905	8/21/2017	8	1	1	 	Employee 23	Team 11	0	 	0	 	 	 	 	 	 	not ok	 	,15
136682	100023905	9/18/2017	9	1	1	 	Employee 23	Team 11	0	 	0	 	 	 	 	 	 	not ok	 	,15
136683	100023905	10/2/2017	10	1	1	 	Employee 23	Team 11	0	 	0	 	overdue	 	 	 	overdue	ok	8	,15
136684	100023905	10/10/2017	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	not ok	 	,15
136685	100023905	10/16/2017	10	1	1	 	Employee 23	Team 11	0	 	0	 	 	 	 	 	 	not ok	 	,15
136686	100023905	10/30/2017	11	1	1	 	Employee 23	Team 11	0	 	0	 	 	 	 	 	 	not ok	 	,15
136687	100023905	11/13/2017	11	1	1	 	Employee 23	Team 11	0	 	0	 	 	 	 	 	 	not ok	 	,15
136688	100023905	11/27/2017	12	1	1	 	Employee 23	Team 11	0	 	0	 	 	 	 	 	 	not ok	 	,15
137131	100023941	7/10/2017	7	1	1	 	Employee 32	Team 10	0	 	0	 	 	 	 	 	 	not ok	 	,15
137132	100023941	7/17/2017	7	1	1	 	Employee 32	Team 10	0	 	0	 	 	 	 	 	 	not ok	 	,15
137133	100023941	7/24/2017	7	1	1	 	Employee 32	Team 10	0	 	0	 	 	 	 	 	 	not ok	 	,15
137134	100023941	7/31/2017	8	1	1	 	Employee 32	Team 10	0	 	0	 	 	 	 	 	 	not ok	 	,15
137135	100023941	8/7/2017	8	1	1	 	Employee 32	Team 10	0	 	0	 	 	 	 	 	 	not ok	 	,15
137136	100023941	8/14/2017	8	1	1	 	Employee 32	Team 10	0	 	0	 	 	 	 	 	 	not ok	 	,15
137137	100023941	8/21/2017	8	1	1	 	Employee 32	Team 10	0	 	0	 	 	 	 	 	 	not ok	 	,15
137139	100023941	9/4/2017	9	1	1	 	Employee 32	Team 10	0	 	0	 	 	 	 	 	 	not ok	 	,15
137140	100023941	9/11/2017	9	1	1	 	Employee 32	Team 10	0	 	0	 	 	 	 	 	 	not ok	 	,15
137141	100023941	9/18/2017	9	1	1	 	Employee 32	Team 10	0	 	0	 	 	 	 	 	 	not ok	 	,15
137142	100023941	9/25/2017	9	1	1	 	Employee 32	Team 10	0	 	0	 	 	 	 	 	 	not ok	 	,15
137143	100023941	10/2/2017	10	1	1	 	Employee 32	Team 10	0	 	0	 	 	 	 	 	 	not ok	 	,15
137144	100023941	10/9/2017	10	1	1	 	Employee 32	Team 10	0	 	0	 	 	 	 	 	 	not ok	 	,15
137145	100023941	10/16/2017	10	1	1	 	Employee 32	Team 10	0	 	0	 	 	 	 	 	 	not ok	 	,15
137147	100023941	10/30/2017	11	1	1	 	Employee 32	Team 10	0	 	0	 	 	 	 	 	 	not ok	 	,15
137149	100023941	11/13/2017	11	1	1	 	Employee 32	Team 10	0	 	0	 	 	 	 	 	 	not ok	 	,15
137440	100023969	11/24/2017	11	1	1	 	Employee 22	Team 13	0	 	0	 	 	 	 	 	 	not ok	 	,15
137516	100023974	7/13/2017	7	1	1	 	Employee 67	Team 12	72,912	 	0	 	overdue	 	 	 	overdue	not ok	15	,15
137518	100023974	7/28/2017	 	 	 	 	 	 	 	59,1465	0	 	 	 	 	 	 	not ok	 	,15
137538	100023976	11/6/2017	11	1	1	 	Employee 70	Team 3	0	 	0	 	 	 	 	 	 	not ok	 	,15
137539	100023976	11/20/2017	11	1	1	 	Employee 70	Team 3	0	 	0	 	 	 	 	 	 	not ok	 	,15
138295	100024036	8/4/2017	8	1	1	 	Employee 40	Team 6	0	 	0	 	 	 	 	 	 	not ok	 	,15
138296	100024036	8/11/2017	8	1	1	 	Employee 40	Team 6	0	 	0	 	 	 	 	 	 	not ok	 	,15
138297	100024036	8/18/2017	8	1	1	 	Employee 40	Team 6	0	 	0	 	 	 	 	 	 	not ok	 	,15
138298	100024036	8/25/2017	8	1	1	 	Employee 40	Team 6	0	 	0	 	 	 	 	 	 	not ok	 	,15
138483	100024051	8/14/2017	8	1	1	 	Employee 24	Team 11	0	 	0	 	 	 	 	 	 	not ok	 	,15
138511	100024054	8/16/2017	8	1	1	 	Employee 9	Team 9	0	 	0	 	 	 	ok	 	ok	ok	 	,15
138512	100024054	8/17/2017	 	 	 	 	 	 	 	2,16666666666667	0	 	 	 	 	 	 	not ok	 	,15
138567	100024059	8/15/2017	8	1	1	 	Employee 57	Team 7	0	 	0	 	 	 	 	 	 	not ok	 	,15
138891	100024090	8/30/2017	9	1	1	 	Employee 43	Team 1	0	 	0	 	 	 	 	 	 	not ok	 	,15
138892	100024090	9/6/2017	9	1	1	 	Employee 43	Team 1	0	 	0	 	 	 	 	 	 	not ok	 	,15
138893	100024090	9/13/2017	9	1	1	 	Employee 43	Team 1	0	 	0	 	 	 	 	 	 	not ok	 	,15
138894	100024090	9/20/2017	9	1	1	 	Employee 43	Team 1	0	 	0	 	 	 	 	 	 	not ok	 	,15
138895	100024090	9/27/2017	9	1	1	 	Employee 43	Team 1	0	 	0	 	 	 	 	 	 	not ok	 	,15
138896	100024090	10/4/2017	10	1	1	 	Employee 43	Team 1	0	 	0	 	 	 	 	 	 	not ok	 	,15
138898	100024090	10/18/2017	10	1	1	 	Employee 43	Team 1	0	 	0	 	 	 	ok	 	ok	ok	 	,15
138899	100024090	10/19/2017	 	 	 	 	 	 	 	23,4613636363636	0	 	 	 	 	 	 	not ok	 	,15
138900	100024090	10/25/2017	10	1	1	 	Employee 43	Team 1	0	 	0	 	 	 	 	 	 	not ok	 	,15
139193	100024130	9/26/2017	9	1	1	 	Employee 34	Team 6	0	 	0	 	 	 	 	 	 	not ok	 	,15
139194	100024130	10/3/2017	10	1	1	 	Employee 34	Team 6	0	 	0	 	 	 	 	 	 	not ok	 	,15
139288	100024149	10/3/2017	10	1	1	 	Employee 39	Team 6	0	 	0	 	 	 	 	 	 	not ok	 	,15
139378	100024164	11/2/2017	11	1	1	 	Employee 21	Team 13	58,9380952380952	 	0	 	overdue	 	 	 	overdue	not ok	9	,15
139379	100024164	11/11/2017	 	 	 	 	 	 	 	36,8095238095238	0	 	 	 	 	 	 	not ok	 	,15
