	CustomerID	Calendarday	month	PerformanceEvaluationPlanned	PerformanceEvaluationExecuted	PerformanceEvaluationAdHoc	TERRID	SAPECCSalesGroup	SAPECoeficient	APECoeficient	FPECoeficient	SAMEDAYVISIT	OVERDUE	UNDERDUE	OK	NOTOK	STATUS	V22	OVERDUEDAYS	TRESHOLD
125	100000142	6/13/2017	6	0	 	 	Employee 42	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
151	100000142	12/5/2017	12	0	 	 	Employee 42	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
152	100000142	12/12/2017	12	0	 	 	Employee 42	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
158	100000144	5/24/2017	5	0	 	 	Employee 43	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
169	100000144	8/2/2017	8	0	 	 	Employee 43	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
170	100000144	8/9/2017	8	0	 	 	Employee 43	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
171	100000144	8/16/2017	8	0	 	 	Employee 43	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
176	100000144	9/13/2017	9	1	1	 	Employee 43	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
181	100000144	10/11/2017	10	0	 	 	Employee 43	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
186	100000144	11/8/2017	11	0	 	 	Employee 43	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
189	100000144	11/29/2017	12	0	 	 	Employee 43	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
194	100000145	5/3/2017	5	1	 	 	Employee 43	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
200	100000145	5/24/2017	5	0	 	 	Employee 43	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
203	100000145	6/2/2017	6	0	 	 	Employee 43	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
205	100000145	6/9/2017	6	0	 	 	Employee 43	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
206	100000145	6/10/2017	6	1	1	 	Employee 43	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
209	100000145	6/16/2017	6	0	 	 	Employee 43	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
211	100000145	6/23/2017	6	0	 	 	Employee 43	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
214	100000145	6/30/2017	6	0	 	 	Employee 43	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
224	100000145	8/2/2017	8	0	 	 	Employee 43	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
225	100000145	8/4/2017	8	0	 	 	Employee 43	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
227	100000145	8/9/2017	8	0	 	 	Employee 43	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
228	100000145	8/11/2017	8	0	 	 	Employee 43	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
229	100000145	8/16/2017	8	0	 	 	Employee 43	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
230	100000145	8/18/2017	8	0	 	 	Employee 43	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
232	100000145	8/25/2017	8	1	1	 	Employee 43	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
235	100000145	9/1/2017	9	1	 	 	Employee 43	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
237	100000145	9/8/2017	9	0	 	 	Employee 43	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
246	100000145	10/11/2017	10	0	 	 	Employee 43	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
254	100000145	11/3/2017	11	0	 	 	Employee 43	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
255	100000145	11/8/2017	11	0	 	 	Employee 43	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
256	100000145	11/10/2017	11	0	 	 	Employee 43	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
261	100000145	11/29/2017	12	0	 	 	Employee 43	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
262	100000145	12/1/2017	12	0	 	 	Employee 43	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
270	100000146	5/2/2017	5	0	 	 	Employee 41	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
272	100000146	5/16/2017	5	0	 	 	Employee 41	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
279	100000146	7/4/2017	7	1	 	 	Employee 41	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
284	100000146	8/1/2017	8	0	 	 	Employee 41	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
295	100000146	10/10/2017	10	0	 	 	Employee 41	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
299	100000146	10/31/2017	11	0	 	 	Employee 41	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
307	100000146	12/12/2017	12	0	 	 	Employee 41	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
314	100000200	5/10/2017	5	1	1	 	Employee 43	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
317	100000200	5/24/2017	5	0	 	 	Employee 43	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
329	100000200	8/2/2017	8	0	 	 	Employee 43	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
330	100000200	8/9/2017	8	0	 	 	Employee 43	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
331	100000200	8/16/2017	8	0	 	 	Employee 43	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
340	100000200	10/11/2017	10	0	 	 	Employee 43	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
346	100000200	11/8/2017	11	0	 	 	Employee 43	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
347	100000200	11/15/2017	11	1	1	 	Employee 43	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
349	100000200	11/22/2017	11	1	1	 	Employee 43	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
352	100000200	11/29/2017	12	0	 	 	Employee 43	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
358	100000201	5/1/2017	5	0	 	 	Employee 48	Team 4	 	 	 	 	 	 	 	 	 	 	 	 
362	100000201	5/29/2017	6	0	 	 	Employee 48	Team 4	 	 	 	 	 	 	 	 	 	 	 	 
363	100000201	6/5/2017	6	0	 	 	Employee 48	Team 4	 	 	 	 	 	 	 	 	 	 	 	 
365	100000201	6/19/2017	6	0	 	 	Employee 48	Team 4	 	 	 	 	 	 	 	 	 	 	 	 
366	100000201	6/26/2017	6	0	 	 	Employee 48	Team 4	 	 	 	 	 	 	 	 	 	 	 	 
367	100000201	7/3/2017	7	1	 	 	Employee 48	Team 4	 	 	 	 	 	 	 	 	 	 	 	 
368	100000201	7/10/2017	7	1	 	 	Employee 48	Team 4	 	 	 	 	 	 	 	 	 	 	 	 
369	100000201	7/17/2017	7	1	 	 	Employee 48	Team 4	 	 	 	 	 	 	 	 	 	 	 	 
370	100000201	7/24/2017	7	0	 	 	Employee 48	Team 4	 	 	 	 	 	 	 	 	 	 	 	 
371	100000201	7/31/2017	8	1	 	 	Employee 48	Team 4	 	 	 	 	 	 	 	 	 	 	 	 
372	100000201	8/7/2017	8	0	 	 	Employee 48	Team 4	 	 	 	 	 	 	 	 	 	 	 	 
373	100000202	5/1/2017	5	0	 	 	Employee 28	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
377	100000202	5/29/2017	6	0	 	 	Employee 28	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
378	100000202	6/5/2017	6	0	 	 	Employee 28	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
380	100000202	6/19/2017	6	0	 	 	Employee 28	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
382	100000202	6/26/2017	6	0	 	 	Employee 28	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
385	100000202	7/3/2017	7	1	 	 	Employee 28	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
394	100000202	8/28/2017	9	0	 	 	Employee 28	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
396	100000202	9/11/2017	9	0	 	 	Employee 28	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
397	100000202	9/18/2017	9	0	 	 	Employee 28	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
402	100000202	10/23/2017	10	0	 	 	Employee 28	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
409	100000202	11/27/2017	12	0	 	 	Employee 28	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
410	100000202	12/4/2017	12	0	 	 	Employee 28	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
411	100000202	12/5/2017	12	1	 	 	Employee 28	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
413	100000202	12/18/2017	12	0	 	 	Employee 28	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
415	100000203	5/1/2017	5	0	 	 	Employee 28	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
419	100000203	5/29/2017	6	0	 	 	Employee 28	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
420	100000203	6/5/2017	6	0	 	 	Employee 28	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
422	100000203	6/19/2017	6	0	 	 	Employee 28	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
424	100000203	6/26/2017	6	0	 	 	Employee 28	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
427	100000203	7/3/2017	7	1	 	 	Employee 28	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
436	100000203	8/28/2017	9	0	 	 	Employee 28	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
438	100000203	9/11/2017	9	0	 	 	Employee 28	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
439	100000203	9/18/2017	9	0	 	 	Employee 28	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
445	100000203	10/23/2017	10	0	 	 	Employee 28	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
452	100000203	11/27/2017	12	0	 	 	Employee 28	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
453	100000203	12/4/2017	12	0	 	 	Employee 28	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
454	100000203	12/5/2017	12	1	 	 	Employee 28	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
459	100000205	5/1/2017	5	0	 	 	Employee 42	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
463	100000205	5/29/2017	6	0	 	 	Employee 42	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
464	100000205	6/5/2017	6	0	 	 	Employee 42	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
465	100000205	6/12/2017	6	0	 	 	Employee 42	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
466	100000205	6/19/2017	6	0	 	 	Employee 42	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
467	100000205	6/26/2017	6	0	 	 	Employee 42	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
476	100000205	8/28/2017	9	0	 	 	Employee 42	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
484	100000205	10/23/2017	10	0	 	 	Employee 42	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
490	100000205	12/4/2017	12	0	 	 	Employee 42	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
494	100000206	5/2/2017	5	0	 	 	Employee 42	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
499	100000206	5/30/2017	6	0	 	 	Employee 42	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
500	100000206	6/6/2017	6	0	 	 	Employee 42	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
501	100000206	6/13/2017	6	0	 	 	Employee 42	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
530	100000206	12/5/2017	12	0	 	 	Employee 42	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
531	100000206	12/12/2017	12	0	 	 	Employee 42	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
539	100000208	6/1/2017	6	0	 	 	Employee 42	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
540	100000208	6/8/2017	6	0	 	 	Employee 42	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
544	100000208	7/6/2017	7	0	 	 	Employee 42	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
561	100000208	11/2/2017	11	0	 	 	Employee 42	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
562	100000208	11/9/2017	11	0	 	 	Employee 42	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
565	100000208	11/30/2017	12	0	 	 	Employee 42	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
566	100000208	12/7/2017	12	0	 	 	Employee 42	Team 1	 	 	 	 	 	 	 	 	 	 	 	 
570	100000209	5/2/2017	5	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
574	100000209	5/30/2017	6	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
575	100000209	6/6/2017	6	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
577	100000209	6/20/2017	6	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
586	100000209	8/22/2017	8	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
587	100000209	8/29/2017	9	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
588	100000209	9/5/2017	9	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
592	100000209	10/3/2017	10	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
594	100000209	10/17/2017	10	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
599	100000209	11/14/2017	11	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
600	100000209	11/21/2017	11	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
603	100000209	12/12/2017	12	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
606	100000210	5/8/2017	5	0	 	 	Employee 27	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
616	100000210	9/7/2017	9	0	 	 	Employee 27	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
617	100000210	9/14/2017	9	0	 	 	Employee 27	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
618	100000210	9/21/2017	9	0	 	 	Employee 27	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
619	100000210	9/28/2017	9	0	 	 	Employee 27	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
620	100000210	10/5/2017	10	0	 	 	Employee 27	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
621	100000210	10/12/2017	10	0	 	 	Employee 27	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
622	100000210	10/19/2017	10	0	 	 	Employee 27	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
629	100000210	12/7/2017	12	0	 	 	Employee 27	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
633	100000212	5/2/2017	5	0	 	 	Employee 27	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
634	100000212	5/9/2017	5	1	 	 	Employee 27	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
635	100000212	5/16/2017	5	1	 	 	Employee 27	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
636	100000212	5/23/2017	5	0	 	 	Employee 27	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
637	100000213	5/2/2017	5	0	 	 	Employee 27	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
642	100000213	5/30/2017	6	0	 	 	Employee 27	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
643	100000213	6/6/2017	6	0	 	 	Employee 27	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
645	100000213	6/20/2017	6	0	 	 	Employee 27	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
657	100000213	9/5/2017	9	0	 	 	Employee 27	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
658	100000213	9/12/2017	9	0	 	 	Employee 27	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
659	100000213	9/19/2017	9	0	 	 	Employee 27	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
660	100000213	9/26/2017	9	0	 	 	Employee 27	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
661	100000213	10/3/2017	10	0	 	 	Employee 27	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
662	100000213	10/10/2017	10	0	 	 	Employee 27	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
663	100000213	10/17/2017	10	0	 	 	Employee 27	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
664	100000213	10/24/2017	10	0	 	 	Employee 27	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
671	100000213	12/5/2017	12	0	 	 	Employee 27	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
676	100000216	5/1/2017	5	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
680	100000216	5/29/2017	6	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
681	100000216	6/5/2017	6	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
684	100000216	6/26/2017	6	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
685	100000216	7/3/2017	7	1	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
686	100000216	7/10/2017	7	1	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
693	100000216	8/21/2017	8	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
694	100000216	8/28/2017	9	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
703	100000216	10/23/2017	10	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
713	100000216	12/18/2017	12	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
715	100000216	12/25/2017	12	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
716	100000217	5/5/2017	5	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
718	100000217	5/19/2017	5	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
720	100000217	6/2/2017	6	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
721	100000217	6/9/2017	6	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
722	100000217	6/16/2017	6	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
726	100000217	7/13/2017	7	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
730	100000217	8/10/2017	8	1	1	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
733	100000217	8/24/2017	8	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
734	100000217	8/31/2017	9	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
737	100000217	9/21/2017	9	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
748	100000217	12/7/2017	12	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
753	100000218	5/5/2017	5	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
755	100000218	5/19/2017	5	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
757	100000218	6/2/2017	6	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
758	100000218	6/9/2017	6	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
759	100000218	6/16/2017	6	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
764	100000218	7/14/2017	7	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
770	100000218	8/25/2017	8	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
771	100000218	9/1/2017	9	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
772	100000218	9/8/2017	9	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
773	100000218	9/15/2017	9	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
774	100000218	9/22/2017	9	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
779	100000218	10/27/2017	10	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
780	100000218	11/3/2017	11	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
781	100000218	11/10/2017	11	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
783	100000218	11/24/2017	11	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
788	100000218	12/29/2017	12	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
789	100000220	5/1/2017	5	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
794	100000220	5/29/2017	6	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
795	100000220	6/5/2017	6	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
798	100000220	6/26/2017	6	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
799	100000220	7/3/2017	7	1	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
807	100000220	8/21/2017	8	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
808	100000220	8/28/2017	9	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
817	100000220	10/23/2017	10	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
827	100000220	12/18/2017	12	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
829	100000220	12/25/2017	12	0	 	 	Employee 26	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
830	100000221	5/4/2017	5	0	 	 	Employee 29	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
831	100000221	5/11/2017	5	1	1	 	Employee 29	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
835	100000221	6/1/2017	6	0	 	 	Employee 29	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
836	100000221	6/8/2017	6	0	 	 	Employee 29	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
837	100000221	6/15/2017	6	0	 	 	Employee 29	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
840	100000222	5/2/2017	5	0	 	 	Employee 29	Team 5	 	 	 	 	 	 	 	 	 	 	 	 
